url,review
http://www.imdb.com/title/tt0887719,okay the promos promised a comedy and people few  went to watch it being the first release of 2006 is not a bad thing  or for that matter of any year  because the first and last films mostly flop except ghajini and some more br    br   okay coming to jawani diwani br    br   review in short the film is about emraan hashmi doing his usual stuff sadly it s annoying this time after repetitions it has an irritating hrishita bhatt and a flop celina jaitley br    br   cringeworthy dialogues  comedy scenes and badly handled drama and lots of loopholes br    br   direction is bad emraan hashmi is annoying here  luckily now he is coming of age but post footpath and murder and some decent work in some more films the actor in him took a backseat and directors focused on his kisses and womaniser image which sadly lost it s touch after repetitions hrishita and celina are bad mahesh is horrible
http://www.imdb.com/title/tt0203408,it was interesting to see how accurate the writing was on the geek buzz words  yet very naive on the corporate world  the justice department would catch more of the big corp giants if they did such naive things to win  the real corporate world is much more subtle and interesting  yet every bit as sinister  i seriously doubt any corp would actually kill someone directly  even the mod is more indirect these days  in the real world  they do kill people with nicotine  pollution  additives  poisons  etc  this movie must have been developed by some garage geeks  i think  and the studios didn t know the difference  they just wanted something to capitalize on the microsoft antitrust case in the news 
http://www.imdb.com/title/tt0141369,chinese ghost story iii is a totally superfluous sequel to two excellent fantasy films  the film delivers the spell casting special effects that one can expect  but fails painfully on all other fronts  the actors all play extremely silly caricatures  you have to be still in diapers to find their slapstick humor even remotely funny  the plot is predictable  and the development is sometimes erratic and often slow  towards the end  the movie begins to resemble old godzilla films  including shabby larger than life special effects and a  well  yet another  ghost with a godzilla head  maybe i would have grinned if i was expecting camp  br    br   it is astonishing to see what trash fantasy fans have to put up with   in this case because somebody thought they could squeeze a little extra money out of a successful formula  they won t be able to do it again  the cash cow is now dead as a dodo 
http://www.imdb.com/title/tt0361179,this film breeches the fine line between satire and silliness  while a bridge system that has no rules may promote marital harmony  it certainly can t promote winning bridge  so the satire didn t work for me  but there were some items i found enjoyable anyway  especially with the big bridge match between paul lukas and ferdinand gottschalk near the end of the film  it is treated like very much like a championship boxing match  not only is the arena for the contest roped off in a square area like a boxing ring  there is a referee hovering between the contestants  and radio broadcaster roscoe karns delivers nonstop chatter on the happenings  at one point he even enumerates  one    two    three    four     as though a bid of four diamonds was a knockdown event  and people were glued to their radios for it all  a common event for championship boxing matches  that spoof worked very well indeed  br    br   unfortunately  few of the actors provide the comedy needed to sustain the intended satire  paul lukas doesn t have much of a flair for comedy and is miscast  lovely loretta young and the usual comic frank mchugh weren t given good enough lines  glenda farrell has a nice comic turn as a forgetful blonde at the start of the film  but she practically disappears thereafter  what a waste of talent 
http://www.imdb.com/title/tt0091631,this miserable film is a remake of a 1927 film  they should have let it remain that way  br    br   what a colossal bomb  douglas fairbanks displays absolutely no charisma here  cesar romero is subjected to a role as a real jerk and bette grable sings with a chorus  what i ll do to that hungarian  br    br   the ridiculous plot deals with a picture of a woman in a castle in 1561 rome that saved the day by killing a conqueror   fairbanks  now  let s fast forward to 300 years later  where grable  just married to the count romero  faces a similar situation  when on her wedding night  there is an invasion by hungarian soldiers  br    br   romero acts cowardly and flees before the army arrives  he disguises himself as a gypsy and is made to remain at the castle when his violin playing pleases fairbanks  the ending is worse than the entire wretched film when grable meets fairbanks to tell him the good news an enraged romero has annulled the marriage  br    br   this poor imitation of a movie was made in 1948  as harry davenport  a veteran supporting player who is in it  died in 1949  this must have been his last film  what a bomb to go out with after such a distinguished career  br    br   walter abel co stars but he can do little with such poor writing  the costumes look more like those that would come out of the stone age  i can t fathom what fairbanks was wearing 
http://www.imdb.com/title/tt0450385,god  i am so sick of the crap that comes out of america called  cartoons   br    br   since anime became popular  the usa animators either produce a cartoon with a 5 year old lazy ass style of drawing  kappa mikey  or some cheep japanese animation rip off   usually messing up classic characters  no wonder anime is beating american cartoons   br    br   they are not even trying anymore   br    br   oh  i just heard of this last night  i live in the uk and when i found out this show first came out in 2005 well  i never knew the uk was so up to date with current shows 
http://www.imdb.com/title/tt0202458,i love a good sappy love story  and i m a guy  but when i rented  love story  i prayed for the end to come as quickly and painlessly as possible and just the opposite for ali mcgraw s character  br    br   ali mcgraw as jenny alienated and irritated the heck out of me within the first 15 minutes  when we learn that she has been diagnosed with a life threatening illness i couldn t help but wonder if her death would be such a terrible loss for poor oliver or if anyone watching this film would even care  if she didn t die her grating personality would probably have pushed oliver over the edge and eventually landed them in divorce court  br    br   people love this movie but it s one of the worst of the 70 s 
http://www.imdb.com/title/tt0809620,i haven t seen the first two   only this one which is called primal species in england  i don t think i ll be bothering to look them out though  br    br   this is an awful film  terrible acting  bad dialogue  cheap rubber monsters  everything about it is so nasty  the most sympathetic characters die really quickly and leave you with the annoying ones  especially one called polchak  who is an incredible jerk  no one like that would survive 5 minutes in the army  he lasted for ages but i was pleased when he finally got his head got chewed off   i was having nightmares he was going to survive  the colonel was rubbish too   all moody pouts and clueless shouting  and the specky doctor looked and acted like she was out of a porno  i was waiting for her to take her glasses off  shake her hair and turn into a vamp  but she didn t  pity that  as it would ve livened the film up no end  br    br   didn t roger corman used to make half decent films once 
http://www.imdb.com/title/tt0360813,i confess  emma  in my opinion  is the single greatest novel ever written  it is as close to perfection as any mortal creation can be  jane austen reaches the pinnacle of her art here  br    br   unfortunately  this is at best a palimpsest  br    br   comparison to the gwyneth paltrow version is inevitable  that version is far more faithful to the witty spirit of the book and far more enjoyable to watch  br    br   there are some good elements here  kate berkinsale  having previously played flora poste in cold comfort farm  clearly emma s smarter spiritual twin  is a wonderful emma  raymond coulthard makes an appropriately decorative frank churchill  the production is handsome  but the interiors are far too dark  br    br   however  there are several major problems  the first is mark strong  first of all  he doesn t look right for mr  knightley  this is perhaps because he plays the role like a censorious victorian parson  it s badly out of tune  br    br   the second problem is one of length  simply put  the film is much too short  to get the right kind of feel  it would need to be twice as long  br    br   finally  and most significantly  there is the quality of the adaptation  austen is an adapter s dream  all the dialogue is there already  it only needs to be pruned down and arranged properly  andrew davies seems to think otherwise  first  this is a rather gloomy film  and the last thing emma should be is gloomy  more significantly  davies has seen fit to rewrite the ending as some sort of bucolic feast  what planet  or minor work of thomas hardy  is this come from  it is utterly out of the style and spirit of the novel  and i believe that it is hugely presumptuous to try to make improvements upon  perfection  br    br   watch the paltrow version  or watch kate in cold comfort farm 
http://www.imdb.com/title/tt0446685,we all know that some of the greatest movies of all time were based on books  while not particularly accurate adaptations  these movies were nonetheless excellent films  some great examples are the harry potter series  the lord of the rings trilogy  and  to a lesser extent  almost every disney film ever made  however  i must regretfully announce that a wrinkle in time is not one of those movies  not only does it fail to meet some of the most basic expectations of madeleine l engle s fan base  it manages to defy the standards of scriptwriting  acting  special effects and  ultimately  respect for the audience  mind you  i m not trying to be mean  on the contrary  i went into this affair with an open mind  i figured that a made for t v  movie would make up for its lack of razzle dazzle in its script  after all  the star wars spin off ewoks was decent  if a little silly  come to think of it  the original star wars was made on  a lunch money budget   and look where it took george lucas  however  from the first scene onward  disappointment started enveloping me as if i d gotten too close to the black thing while tessering   br    br   the same way greedo shooting first became the symbol of the star wars special edition of 1997  a disaster of monumental proportions involving a disgruntled director making several hideous changes to a beloved classic   mrs  whatsit has officially become my personal symbol for the confusion and stupidity that is a wrinkle in time  the reason for this is the fact that she has been mutated beyond belief  aside from the slightly controversial decision of casting alfre woodard  star trek  first contact and radio  as our favorite star turned mentor  the filmmakers decided it appropriate to introduce her as a crow  that s right  a crow  moreover  the heavenly centaurion form of this greatly beloved character has been hacked at by what looks to be a demented eight year old  the majestic half man  half horse with wings has become a huge human head with a creepy smile mounted awkwardly on the bowlegged body of a horse that happens to be sporting a pair of wings in the middle  had i been five  this would have psychologically traumatized me for life  the worst part is the fact that when it spoke  it was shown from behind so as to avoid the responsibility to lip sync  resulting in a scene that was spent looking at the back of its head and seeing a single  unmoving cheek  thus rendering the piece of special effects less believable than e t  br    br   having gotten the most painful part out of the way  i must go on to the tear inducing one  the characters  the acting  and the story  i  personally  had always imagined meg to look somewhat similar to moaning myrtle from the harry potter films  plain hair  glasses  and a figure most supermodels would find laughable  she was always a slightly anxious  humorously pessimistic math genius who quite simply could not have cared less about the imports and exports of nicaragua  in the film  she is an unpleasant know it all for whom i have no sympathy whatsoever  in fact  she makes me feel sorry for poor mr  jenkins  her school principal  who continuously has to deal with her  calvin  the kind  intelligent kid who everyone thinks is a jock has becomea jock  the irony is horrible  as for the memorable happy medium  they took the pleasant old woman who liked to look at happy things and replaced her with a being who is  above gender  and likes to look at  funny  things  such as girls falling off of swings  the only three people i can think of who did a decent job are charles wallace  mrs  whatsit and the man with red eyes  nicknamed  the dude with red eyes  due to his complete reinvention as a character   br    br   the story is a mess  a good comparison to this aspect of the movie is harry potter and the prisoner of azkaban  which didn t do a good job of retelling the story found in the book  yet kept the sole of the original work  here  the sole of the book is having a pleasant chat with hades down in the underworld  apparently unaware that its body is being destroyed  as the dark lord complements the sole on how well it showed that truth has to be felt and not seen  the flat nosed wookies of ixchel  who replace the wondrous beings who hold aunt beast among their ranks  tear the spine up  as the god of the dead notes how subtle the terror of the earth like camazotz was  the torn pages are scattered in the sandstorm and lost in the darkness of the land of evil   br    br   i am very sorry that this film exists  i do not believe that the actors were genuinely bad  it s the way the characters are written that ruins it  a wrinkle in time deserved to be adapted by lawrence kasdan  directed by george lucas or steven spielberg  enhanced at industrial light and magic  scored by john williams  given its sound at skywalker sound  edited by thx and marketed by twentieth century fox  in its current state  the film is unworthy to be shown to self respecting people  even madeleine l engle thought it was bad  the book was good  the film was bad  and mrs  whatsit was ugly  br    br   score  0 1 10  if i could   br    br   pros  br    br   they got the names right   br    br   cons   br    br   it had horrible problems with the cliffs notes level of adaptation  script  acting and special effects  not to mention lack of evidence of ever having read the book  oh  and the main cover poster has a picture of the three main characters riding a flying horse over a castle  some might say that this symbolizes high adventure  i say it symbolizes the irresponsibility of the cover artist who didn t even bother to photoshop meg s arm on properly 
http://www.imdb.com/title/tt0145660,this sorry excuse for a film reminded me a great deal of what i heard about  gigli   that ben and jen flop earlier this summer   the order  was clearly edited to such an unconscionable degree that the scenes  rather than forming a cohesive and provoking film  appeared to be a collection of disconnected sequences that did little to forward any semblance of a unified plot  now  i m a heath ledger fan   10 things i hate about you    a knight s tale  and particularly his supporting role in  monster s ball    but my man needs to find himself a better agent  keep accepting scripts like  the order  and  four feathers  and he s going to be on the fast track to movie oblivion  br    br   here are the problems i had with the film  firstly  the director tried to make up for the inadequacies of his essential plot by introducing two other plot lines that seemingly had little if anything to do with  well  much of anything  plot skeins involving the american trying to take over the vatican and the dark pope  while mildly interesting  did nothing to reveal to the viewer anything about the main characters  the attempts to tie these threads together were pathetic at best  secondly  please don t insult the intelligence of the viewer by inserting into the film scenes that are clearly obligatory  we had manufactured angst  manufactured love and most idiotically manufactured sex that seemed like a page right out of  matrix reloaded  with skull numbing techno music  rather than developing character  these elements seemed like the cheap devices they clearly were  a half hearted attempt at putting popcorn chewing adolescents in the seats  thirdly  and most importantly  this movie seemed to ha ve an intriguing concept  we have scandal  we have religion and we have supernatural forces at play  why then do we learn almost nothing about anyone s background  we learn a little about alex  but even he gives up the passion of the priesthood to sleep with a woman after two days  a woman who tried to kill him during an exorcism at some point in the past  and alex is the most developed  if you can call it that  character in the entire film  br    br   as the cliche goes nowadays  if you re going to see one movie this year  make sure it s not this one  there s about ten interesting minutes out of the intolerable 101 minute affair  the only thing that saved me was going with a girl who i m rather fond of  br    br   1 out of 10  i m disappointed  file this one firmly under  had potential but blew it on over editing and bad directing   heath my man  go back to monster s ball like cameos  they really suit you 
http://www.imdb.com/title/tt0197903,i saw this movie a few months ago in the town which appeared as greendale in the movie  which is the only reason i went to see it  another local who was there just forwarded to me an email announcement of a repeat showing because the first had sold out and people were turned away  his editorial comment in his forward is a good summary  br    br    yuk   br    br   unless you re a neil young fan or live in near  greendale   if the latter you know the real name   skip this movie  it s mostly an ego trip for the filmmaker  it has no discernible plot  the music is merely ok  and too much of the lyrics are unintelligible making it impossible to follow what little shreds of plot there may be  br    br   i don t need to put in a spoiler warning because there are no surprises to give away  br    br   i d give this a 1 5 10  but that s just for the amusement value of seeing the locales made into a movie  it wasn t worth the  6  i could rent a video camera and drive around  greendale  and make a better movie myself  br    br   if you want to see a  good  environmental message movie with no plot  go rent koyaanisqatsi 
http://www.imdb.com/title/tt0028358,my comments on this movie have been deleted twice  which i find pretty offending  since i am making an effort to judge this movie for other people  please be tolerant of other people s opinion  obviously writing in the spirit of nietzsches works is not understood  so ill change my comment completely  br    br   i think this is a really bad movie for several reasons  br    br   subject  one should be very careful in making a movie about a philosopher that is even today not understood by the masses and amongst peers brings out passionate discussions  one thing philosophers do agree on is that nietzsche was a great thinker  so making a movie about his life  which obviously includes his  ideas  is a thing one should be extremely careful with  or preferably  don t do at all  wisdom starts with knowing what you don t know  one might think this is not a review of the movie itself  but the movie is not about an imaginary character  it is about the life of someone who actually lived and had has great influence on the world of yesterday  today and tomorrow  if someone tells a story about a tomato  i can express my thoughts about the story itself  but also about the chosen subject  the tomato  there is a responsibility for producers when they make a movie about actual facts  specially in a case like this and this responsibility was not taken  br    br   screenplay  one of the first things i noticed were the ridiculous accents  why  it distracts from what it should be about  nietzsche and the truths he found  it doesn t help putting things in a right geographical perspective or time  come on  make it proper english or better yet  german  even mel gibson got that part right    letting his characters speak some gibberish aramaic in the passion  br    br   secondly  it is well over acted  br    br   3d  assante is not an actor to depict nietzsche  bad casting  br    br   4th  facts are way off  br    br   and so on  its a waste of celluloid 
http://www.imdb.com/title/tt0463392,the version of this film i saw was titled  horror rises from the tomb   the horror in question is a wicked medieval magician played by spanish horror legend paul naschy looking like he s playing abanazer in a church hall panto  he rises from his tomb when a stupid descendant  i think he s a descendant  as he s also played by naschy returns to his ancestral home and reunites the magician s head and body  which had been separated by by the witchfinders who executed him  in an attempt to stop him  er  rising from the tomb  br    br   obviously  once head and body are back together all hell breaks loose and lots of people die  like all good magicians  abanazer here has a lovely assistant  this one s played by another spanish horror great  the beautiful helga line  like practically every other woman in the film line periodically gets her kit off  there s a lot of nudity in this film  and not just female   we even get to see naschy s paunchy body  which isn t a pretty sight  i can tell you  most of the film s sex angle is laughably gratuitous  there s one particularly funny scene where naschy and line discuss their evil plans and then suddenly decide to both have a grope of the nubile young blonde they ve possessed  br    br   it s also pretty gory in places   notably a herschell gordon lewis esquire moment where line plunges her hands into a man s chest to remove his heart  br    br   the best part of the film is the pretty effective zombies who turn up towards the end  they re quickly scared off by a fire though  and don t bother coming back  which is a shame  the scene where the zombies rise  however  is the film s most ludicrously inept moment  it all happens in long shot  and we haven t really got a clue what s happening until we see some figures shambling on from the distance  there are several rubbish moments like this  thanks largely to poor editing  when a labourer falls under the hypnotic spell of naschy s head there s a big close up of his face that seems to last forever and serves no purpose whatsoever  br    br   all in all  not a great horror film  but entertaining enough  of course  the version i saw was a dubbed american version that had probably been chopped to pieces  for all i know  the original spanish version could be a masterpiece   
http://www.imdb.com/title/tt0066390,suffice it to say that this substandard b has nothing to save it   not an interesting plot or even one tolerably decent actor  josh leonard of blair witch fame does little to help matters  do yourself a favor and leave this one on the shelf at your local video store 
http://www.imdb.com/title/tt0366292,all i could think of while watching this movie was b grade slop  many have spoken about it s redeeming quality is how this film portrays such a realistic representation of the effects of drugs and an individual and their subsequent spiral into a self perpetuation state of unfortunate events  yet really  the techniques used  as many have already mentioned  were overused and thus unconvincing and irrelevant to the film as a whole  br    br   as far as the plot is concerned  it was lacklustre  unimaginative  implausible and convoluted  you can read most other reports on this film and they will say pretty much the same as i would  br    br   granted some of the actors and actresses are attractive but when confronted with such boring action    looks can only carry a film so far  the action is poor and intermittent  a few punches thrown here and there  and a final gunfight towards the end  nothing really to write home about  br    br   as others have said   bad  movies are great to watch for the very reason that they are  bad   you revel in that fact  this film  however  is a void  it s nothing  br    br   furthermore  if one is really in need of an educational movie to scare people away from drug use then i would seriously recommend any number of other movies out there that board such issues in a much more effective way   requiem for a dream    trainspotting    fear and loathing in las vegas  and  candy  are just a few examples  though one should also check out some more lighthearted films on the same subject like  go   overall  both serious and funny  and  halfbaked   br    br   on a final note  the one possibly redeeming line in this movie  delivered by vinnie jones was stolen from  lock  stock and two smokling barrels   to think that a bit of that great movie has been tainted by  loaded  is vile  br    br   overall  i strongly suggest that you save you money and your time by not seeing this movie 
http://www.imdb.com/title/tt0155732,this is some of the worst acting i have ever seen  i love almereyda s nadja  but this is just absolute dreck  aside from a few moments of interesting cinematography and music this film is just nonstop bad acting and dumb material  jared harris is particularly bad  but no one in this is remotely good  the plot is a joke  but not the haha kind  i don t even know if you can forgive movies that are this bad  please erase the last hour and a half of my life  how did this director make nadja and another girl another planet 
http://www.imdb.com/title/tt0465624,i doubt this will ever even be a cult film  i loved gram parsons to be sure and i did not expect much out of this film and got even less  what could have been clever and moving was campy  it was devoid of the music that made gram and had more filler than cheap dog food  there was no background on gram or the colorful people of that era  the characters shown were not familiar to me even as a fan of gram s and all the versions of his  afterlife adventures  i have heard  rock and roll is full of tales  good ones too but they should taken with a grain of salt  they can be great stories even though exaggerated  however  this movie took a good story and turned into tripe  stealing any dead body and the ensuing implications should never be a dull tale but they made it dull  somehow  i am tempted to steal every copy of grand theft parsons  head out to the desert and burn them all 
http://www.imdb.com/title/tt0075781,another vast conspiracy movie that tries to blame the us government and the armed forces  especially the army  for every disaster since the great flood  anyone who has ever served time in the us military can see how bogus this film is  uniforms  equipment  sets  and mannerisms are all wrong   and of course  all senior officers are either corrupt criminals or total idiots   blatant propaganda with no attempt at objectivity  most of the theories presented have been disproven over the past few years  uses every cliche   rumor  and urban legend from the gulf all are presented as gospel   the truth is  no one knows for sure why some gw vets are sick and others are healthy as horses   ps this is not new  war is not fun and i know wwii  korean  and viet nam vets with some pretty serious ailments  too   and the government has the responsibility to take care of all of them   sensationalistic movies like this will not solve the problem 
http://www.imdb.com/title/tt0427038,i m starting to write this review during a break as i watch the movie  it s the first time i ve tried doing that  but i m having trouble getting through this one without occasional breaks  that s not because it s intense but because it s bad  br    br   it s almost painfully tedious and unbelievable  especially when the preternaturally robust dying brother ryan  colm feore  is on screen being tragic and bitchy  self indulgent and self pitying  this would have been a much better movie if they d just left that character out of the story  br    br   he adds nothing but mawkish  maudlin  very irritating melodrama  maybe somebody decided that if they couldn t make ryan believable they d just make him obnoxious  the problem with that is  who cares if a spoiled  whining  obnoxious jerk is dying  not me  br    br   the only thing this character has going for him is the fact that he s dying  and sorry  but that s just not enough  dying doesn t make anybody special  we re all dying  sooner or later  it doesn t give anybody the right to expect sympathy while acting like a jerk  br    br   the other two characters  and the actors playing them  david cubitt as theo and chandra west as sarah   are very much more interesting  and their story  without ryan s self pitying interruptions  would have made a much better movie  but it s not over yet  and it s time to hit play again  maybe something great happens before the end     br    br   nope  sorry  this rented turkey goes back tonight 
http://www.imdb.com/title/tt0162677,if it wasn t for some immature gullible idiot i know insisting that i watch this  documentary  i would never have seen this comedy  this film is full of bad scripting and laughable moments  one in particular is where the afghan police   soldiers arrest don larson for filming in the streets while they allow the cameraman to carry on filming his arrest and then drive away  still filming  presumably to his plush hotel  then there s the scene where a car crashes into another car which has been turned upside down and parked nicely on the side of the road without any evidence of it being in a crash or explosion  br    br   i am surprised this has currently got the rating it has  5 8   10   i thought imdb users had more sense 
